Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Payment Mode
1278,CA-2019-148698,05-02-2019,05-07-2019,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Houston,Texas,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,3,5.397,Cards
3237,CA-2019-146836,05-02-2019,05-02-2019,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,East,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,44.94,3,12.5832,Cards
3238,CA-2019-146836,05-02-2019,05-02-2019,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,East,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,45.576,3,15.9516,Online
5316,CA-2019-154060,05-02-2019,05-08-2019,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Greensboro,North Carolina,South,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",187.056,9,11.691,COD
7849,CA-2019-104311,05-02-2019,05-06-2019,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Irving,Texas,Central,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,18.936,3,-3.7872,Cards
7850,CA-2019-104311,05-02-2019,05-06-2019,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Irving,Texas,Central,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12.672,3,-3.168,COD
7851,CA-2019-104311,05-02-2019,05-06-2019,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Irving,Texas,Central,OFF-LA-10000973,Office Supplies,Labels,Avery 502,5.04,2,1.764,Online
8505,CA-2019-109400,05-02-2019,05-06-2019,Standard Class,NR-18550,Nick Radford,Consumer,United States,Amarillo,Texas,Central,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,4,-110.0232,COD
9851,CA-2019-158155,05-02-2019,05-06-2019,Standard Class,EH-13765,Edward Hooks,Corporate,United States,New York City,New York,East,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,12.56,2,4.0192,Online
9852,CA-2019-158155,05-02-2019,05-06-2019,Standard Class,EH-13765,Edward Hooks,Corporate,United States,New York City,New York,East,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3,33.93,Cards
9853,CA-2019-158155,05-02-2019,05-06-2019,Standard Class,EH-13765,Edward Hooks,Corporate,United States,New York City,New York,East,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08,2,6.0168,Online
9854,CA-2019-158155,05-02-2019,05-06-2019,Standard Class,EH-13765,Edward Hooks,Corporate,United States,New York City,New York,East,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",214.7,5,83.733,Cards
4436,CA-2019-163398,05-03-2019,05-08-2019,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,2.182,1,-3.6003,Cards
4437,CA-2019-163398,05-03-2019,05-08-2019,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,Central,OFF-AR-10003217,Office Supplies,Art,Newell 316,27.384,7,2.7384,Cards
4438,CA-2019-163398,05-03-2019,05-08-2019,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,Central,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,26.406,3,-71.2962,COD
9559,CA-2019-129280,05-03-2019,05-05-2019,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,East,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,5,34.7865,Cards
9560,CA-2019-129280,05-03-2019,05-05-2019,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,East,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,195.64,5,-44.019,Cards
9561,CA-2019-129280,05-03-2019,05-05-2019,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",51.968,2,10.3936,COD
9562,CA-2019-129280,05-03-2019,05-05-2019,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,East,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),431.976,3,-75.5958,Online
9563,CA-2019-129280,05-03-2019,05-05-2019,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,East,TEC-MA-10003589,Technology,Machines,Cisco 8961 IP Phone Charcoal,224.937,3,-164.9538,Cards
9564,CA-2019-129280,05-03-2019,05-05-2019,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,East,OFF-LA-10000081,Office Supplies,Labels,Avery 496,6,2,2.1,Cards
1358,CA-2019-145247,05-05-2019,05-07-2019,First Class,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,South,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,79.14,3,36.4044,Cards
2286,CA-2019-112676,05-05-2019,05-08-2019,First Class,PJ-18835,Patrick Jones,Corporate,United States,Murfreesboro,Tennessee,South,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,14.352,3,5.2026,COD
2589,CA-2019-137729,05-05-2019,05-09-2019,Standard Class,BF-11005,Barry Franz,Home Office,United States,Los Angeles,California,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,1,1.0166,COD
2590,CA-2019-137729,05-05-2019,05-09-2019,Standard Class,BF-11005,Barry Franz,Home Office,United States,Los Angeles,California,West,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,246.168,3,21.5397,Cards
2820,CA-2019-160500,05-05-2019,05-08-2019,First Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,West,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,6.72,5,2.352,Cards
2821,CA-2019-160500,05-05-2019,05-08-2019,First Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,298.776,3,7.4694,Cards
3041,US-2019-147991,05-05-2019,05-09-2019,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Chattanooga,Tennessee,South,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",16.72,5,3.344,COD
5696,CA-2019-126165,05-05-2019,05-07-2019,Second Class,AH-10465,Amy Hunt,Consumer,United States,San Francisco,California,West,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.088,2,-1.7772,Cards
7115,US-2019-102239,05-05-2019,05-06-2019,First Class,LW-16990,Lindsay Williams,Corporate,United States,Henderson,Nevada,West,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,1685.88,6,320.3172,Cards
7116,US-2019-102239,05-05-2019,05-06-2019,First Class,LW-16990,Lindsay Williams,Corporate,United States,Henderson,Nevada,West,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,5.728,2,2.0048,Online
8752,CA-2019-105662,05-05-2019,05-09-2019,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tallahassee,Florida,South,OFF-PA-10001001,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",93.248,4,31.4712,COD
8753,CA-2019-105662,05-05-2019,05-09-2019,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tallahassee,Florida,South,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,19.9665,Cards
2380,CA-2019-118052,05-06-2019,05-10-2019,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,East,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,7.216,2,1.7138,COD
2381,CA-2019-118052,05-06-2019,05-10-2019,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,East,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,49.568,2,15.49,Cards
2382,CA-2019-118052,05-06-2019,05-10-2019,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,East,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,54.712,7,11.6263,Cards
3359,CA-2019-139234,05-06-2019,05-10-2019,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,3.208,2,-5.2932,Online
3360,CA-2019-139234,05-06-2019,05-10-2019,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Chicago,Illinois,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,26.176,2,-3.272,Cards
6633,US-2019-146857,05-06-2019,05-08-2019,Second Class,BE-11455,Brad Eason,Home Office,United States,Springfield,Missouri,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,54.48,1,15.2544,COD
9676,CA-2019-137393,05-06-2019,05-10-2019,Standard Class,GM-14500,Gene McClure,Consumer,United States,Bakersfield,California,West,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",41.6,4,14.144,COD
2180,CA-2019-128818,05-07-2019,05-11-2019,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,East,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",85.232,7,30.8966,Cards
2181,CA-2019-128818,05-07-2019,05-11-2019,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,East,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,44.4,3,22.2,Cards
2182,CA-2019-128818,05-07-2019,05-11-2019,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,442.764,4,59.0352,COD
2183,CA-2019-128818,05-07-2019,05-11-2019,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,East,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,3999.95,5,1159.9855,Online
2184,CA-2019-128818,05-07-2019,05-11-2019,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,East,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5,21.9945,Online
2185,CA-2019-128818,05-07-2019,05-11-2019,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,63.68,8,28.0192,COD
1602,CA-2019-164672,05-08-2019,13-05-2019,Second Class,GB-14530,George Bell,Corporate,United States,Dover,Delaware,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",211.96,2,42.392,Online
1631,CA-2019-106530,05-08-2019,05-08-2019,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,East,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056,3,88.0299,COD
1632,CA-2019-106530,05-08-2019,05-08-2019,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,East,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,10.688,2,3.7408,COD
1633,CA-2019-106530,05-08-2019,05-08-2019,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,10.368,2,3.6288,COD
1634,CA-2019-106530,05-08-2019,05-08-2019,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,East,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,25.12,2,1.57,Cards
1635,CA-2019-106530,05-08-2019,05-08-2019,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,East,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,2,7.264,Online
4815,CA-2019-111696,05-08-2019,05-10-2019,First Class,TB-21625,Trudy Brown,Consumer,United States,Los Angeles,California,West,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,17.94,3,8.073,COD
494,CA-2019-169166,05-09-2019,14-05-2019,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,Seattle,Washington,West,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98,2,13.1572,Cards
1557,CA-2019-109176,05-09-2019,15-05-2019,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,9.344,1,3.504,Cards
1558,CA-2019-109176,05-09-2019,15-05-2019,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36,5,9.92,COD
5583,CA-2019-161158,05-09-2019,13-05-2019,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,New York City,New York,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,8,5,3.44,COD
6847,US-2019-159093,05-09-2019,14-05-2019,Standard Class,RS-19420,Ricardo Sperren,Corporate,United States,Los Angeles,California,West,OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",32.04,4,14.418,Online
7833,CA-2019-112382,05-09-2019,13-05-2019,Standard Class,MB-18085,Mick Brown,Consumer,United States,Houston,Texas,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,19.136,2,1.9136,COD
8412,CA-2019-159765,05-09-2019,05-12-2019,Second Class,TH-21100,Thea Hendricks,Consumer,United States,Salem,Virginia,South,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,27.86,7,9.1938,Online
8915,US-2019-144057,05-09-2019,13-05-2019,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",856.656,6,107.082,Online
8916,US-2019-144057,05-09-2019,13-05-2019,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,13.184,4,-20.4352,Cards
8917,US-2019-144057,05-09-2019,13-05-2019,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,48.784,4,-131.7168,Online
8918,US-2019-144057,05-09-2019,13-05-2019,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,76.64,2,26.824,Cards
8919,US-2019-144057,05-09-2019,13-05-2019,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,18.528,6,-27.792,COD
6573,CA-2019-161543,05-10-2019,16-05-2019,Standard Class,RD-19720,Roger Demir,Consumer,United States,Seattle,Washington,West,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,11.96,2,5.8604,Cards
8249,CA-2019-133816,05-10-2019,13-05-2019,Second Class,CS-12400,Christopher Schild,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,743.988,2,-123.998,Cards
9379,CA-2019-117625,05-10-2019,15-05-2019,Standard Class,GM-14500,Gene McClure,Consumer,United States,Chicago,Illinois,Central,OFF-EN-10001535,Office Supplies,Envelopes,Grip Seal Envelopes,7.072,2,2.3868,COD
161,CA-2019-162733,05-11-2019,05-12-2019,First Class,TT-21070,Ted Trevino,Consumer,United States,Los Angeles,California,West,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,5.98,1,2.691,Online
1590,CA-2019-109911,05-12-2019,16-05-2019,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Virginia Beach,Virginia,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,10.96,4,2.9592,Online
3772,US-2019-101196,05-12-2019,17-05-2019,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2,-19.5624,COD
7077,CA-2019-167416,05-12-2019,17-05-2019,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Seattle,Washington,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",54.9,5,26.901,COD
9272,CA-2019-100510,05-12-2019,17-05-2019,Standard Class,HM-14860,Harry Marie,Corporate,United States,New York City,New York,East,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,10.02,3,4.4088,Cards
9273,CA-2019-100510,05-12-2019,17-05-2019,Standard Class,HM-14860,Harry Marie,Corporate,United States,New York City,New York,East,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96,4,303.3408,COD
9496,US-2019-123610,05-12-2019,16-05-2019,Standard Class,VM-21835,Vivian Mathis,Consumer,United States,Mission Viejo,California,West,TEC-AC-10004518,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,120,6,46.8,Cards
9497,US-2019-123610,05-12-2019,16-05-2019,Standard Class,VM-21835,Vivian Mathis,Consumer,United States,Mission Viejo,California,West,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,8.67,1,2.3409,COD
2161,CA-2019-141019,14-05-2019,14-05-2019,Same Day,LH-17155,Logan Haushalter,Consumer,United States,Cincinnati,Ohio,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.384,1,29.769,Online
4797,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,57.582,3,-44.1462,Online
4798,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,31.104,6,10.8864,COD
4799,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",30.192,3,8.3028,Online
4800,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,5,4.36,Cards
4801,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils,4.768,2,0.4172,COD
4802,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,10.38,2,-7.612,Cards
4803,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,13.392,8,-9.8208,COD
7280,CA-2019-108224,14-05-2019,14-05-2019,Same Day,TH-21235,Tiffany House,Corporate,United States,Yuma,Arizona,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,185.528,7,48.7011,Online
2096,US-2019-146570,15-05-2019,20-05-2019,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,South,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,511.84,8,240.5648,Cards
2097,US-2019-146570,15-05-2019,20-05-2019,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,South,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,91.96,4,25.7488,Online
2098,US-2019-146570,15-05-2019,20-05-2019,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34,3,2.1684,Online
4830,CA-2019-152408,15-05-2019,21-05-2019,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,New York City,New York,East,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,13.776,3,4.4772,Cards
4965,CA-2019-141180,15-05-2019,19-05-2019,Second Class,DP-13000,Darren Powers,Consumer,United States,Fort Lauderdale,Florida,South,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,7.764,4,-5.176,Online
7734,CA-2019-165673,15-05-2019,19-05-2019,Second Class,MN-17935,Michael Nguyen,Consumer,United States,Springfield,Ohio,East,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",15.232,4,5.5216,Online
1336,CA-2019-122133,16-05-2019,23-05-2019,Standard Class,JR-15670,Jim Radford,Consumer,United States,Middletown,Connecticut,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",552.56,4,0,Cards
3945,CA-2019-133144,16-05-2019,21-05-2019,Second Class,DO-13435,Denny Ordway,Consumer,United States,Los Angeles,California,West,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,17.34,3,8.4966,Online
9610,CA-2019-130638,16-05-2019,19-05-2019,Second Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,West,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",282.84,4,19.7988,Cards
9611,CA-2019-130638,16-05-2019,19-05-2019,Second Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,West,OFF-LA-10002195,Office Supplies,Labels,Avery 481,27.72,9,13.3056,Online
1907,US-2019-150567,17-05-2019,21-05-2019,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,South,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2.952,2,-2.1648,Cards
1908,US-2019-150567,17-05-2019,21-05-2019,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",27.018,6,-21.6144,COD
4705,CA-2019-158435,17-05-2019,18-05-2019,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,65.17,7,18.8993,COD
4706,CA-2019-158435,17-05-2019,18-05-2019,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,East,OFF-LA-10002475,Office Supplies,Labels,Avery 519,14.62,2,6.8714,Cards
4707,CA-2019-158435,17-05-2019,18-05-2019,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,173.24,4,17.324,COD
7787,US-2019-117037,17-05-2019,20-05-2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",2.89,1,-4.7685,Online
7788,US-2019-117037,17-05-2019,20-05-2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,7.896,3,2.4675,COD
7789,US-2019-117037,17-05-2019,20-05-2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608,3,-10.1736,COD
7790,US-2019-117037,17-05-2019,20-05-2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,Central,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",30.528,8,9.54,Online
1677,CA-2019-122728,18-05-2019,24-05-2019,Standard Class,EB-13930,Eric Barreto,Consumer,United States,San Francisco,California,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,104.28,3,26.07,Online
1678,CA-2019-122728,18-05-2019,24-05-2019,Standard Class,EB-13930,Eric Barreto,Consumer,United States,San Francisco,California,West,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,3,8.7906,Online
770,CA-2019-157245,19-05-2019,24-05-2019,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Arlington,Virginia,South,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96,2,179.7488,Cards
1717,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,East,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,242.9,5,70.441,COD
1718,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,454.9,5,0,Cards
1719,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.92,4,15.0864,Cards
1720,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76,8,12.3256,Cards
1721,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,47.744,4,14.92,Cards
2499,CA-2019-126935,19-05-2019,24-05-2019,Standard Class,BT-11395,Bill Tyler,Corporate,United States,San Francisco,California,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,9.584,1,3.3544,COD
3531,US-2019-152835,19-05-2019,23-05-2019,Standard Class,RP-19855,Roy Phan,Corporate,United States,Lafayette,Indiana,Central,OFF-AR-10003056,Office Supplies,Art,Newell 341,21.4,5,6.206,Cards
